2020-02-13 14:13:36 engine.py[line:29]                   INFO: 开始运行时间：2020-02-13 14:13:36.522802
2020-02-16 18:19:53 engine.py[line:54]                   INFO: 重复的请求：10个
2020-02-16 18:19:53 engine.py[line:55]                   INFO: 成功的请求：0个
2020-02-16 18:27:32 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:27:32.042560
2020-02-16 18:27:32 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x03309B70>, 'doubai': <spiders.douban.DoubanSpider object at 0x03309BF0>}
2020-02-16 18:27:32 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:27:32 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:27:32 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:27:32 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:27:32 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:27:32 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:27:32 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:27:32 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:27:32 engine.py[line:51]                   INFO: 结束运行时间：2020-02-16 18:27:32.064561
2020-02-16 18:27:32 engine.py[line:52]                   INFO: 耗时：0.02
2020-02-16 18:27:32 engine.py[line:53]                   INFO: 一共获取了请求：5个
2020-02-16 18:27:32 engine.py[line:54]                   INFO: 重复的请求：5个
2020-02-16 18:27:32 engine.py[line:55]                   INFO: 成功的请求：0个
2020-02-16 18:27:54 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:27:54.916868
2020-02-16 18:27:54 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x03309B50>, 'doubai': <spiders.douban.DoubanSpider object at 0x03309BD0>}
2020-02-16 18:27:54 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:27:54 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:27:54 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:27:54 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:27:54 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:27:54 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:27:54 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:27:54 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:31:18 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:31:18.816530
2020-02-16 18:31:18 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x03307BB0>, 'doubai': <spiders.douban.DoubanSpider object at 0x03307C30>}
2020-02-16 18:31:18 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:31:18 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:31:18 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:31:18 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:31:18 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:31:18 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:31:18 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:31:18 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:31:54 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:31:54.458569
2020-02-16 18:31:54 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x03307B70>, 'doubai': <spiders.douban.DoubanSpider object at 0x03307BF0>}
2020-02-16 18:31:54 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:31:54 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:31:54 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:31:54 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:31:54 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:31:54 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:31:54 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:31:54 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:32:12 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:32:12.979628
2020-02-16 18:32:12 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x03307BB0>, 'doubai': <spiders.douban.DoubanSpider object at 0x03307C30>}
2020-02-16 18:32:12 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:32:12 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:32:12 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:32:12 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:32:12 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:32:12 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:32:12 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:32:12 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:32:40 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:32:40.169184
2020-02-16 18:32:40 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x04161DB0>, 'doubai': <spiders.douban.DoubanSpider object at 0x04161910>}
2020-02-16 18:32:40 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:32:40 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:32:40 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:32:43 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:32:50 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:33:30 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:34:06 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:34:56 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:35:37 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:35:37.625333
2020-02-16 18:35:37 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x04151D70>, 'doubai': <spiders.douban.DoubanSpider object at 0x041518D0>}
2020-02-16 18:35:37 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:35:37 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:35:37 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:35:41 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:35:44 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:35:47 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:35:52 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:36:19 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:40:07 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:40:07.667779
2020-02-16 18:40:07 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x03F75570>, 'doubai': <spiders.douban.DoubanSpider object at 0x03F755F0>}
2020-02-16 18:40:07 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:40:07 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:40:07 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:40:07 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:40:07 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:40:07 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:40:07 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:40:07 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:41:03 engine.py[line:43]                   INFO: 开始运行时间：2020-02-16 18:41:03.622979
2020-02-16 18:41:03 engine.py[line:44]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x03F964D0>, 'doubai': <spiders.douban.DoubanSpider object at 0x03F96550>}
2020-02-16 18:41:03 engine.py[line:45]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:41:03 engine.py[line:46]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:41:03 engine.py[line:48]                   INFO: 启用的管道有：[]
2020-02-16 18:41:03 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:41:03 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:41:03 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:41:03 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:41:03 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:46:06 engine.py[line:45]                   INFO: 开始运行时间：2020-02-16 18:46:06.970330
2020-02-16 18:46:06 engine.py[line:46]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x03FA34B0>, 'doubai': <spiders.douban.DoubanSpider object at 0x03FA3530>}
2020-02-16 18:46:06 engine.py[line:47]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:46:06 engine.py[line:48]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:46:06 engine.py[line:50]                   INFO: 启用的管道有：[]
2020-02-16 18:46:06 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:46:06 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:46:07 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:46:07 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=1&wd=问答>
2020-02-16 18:46:07 scheduler.py[line:54]                   INFO: 发现重复的请求：<https://www.guokr.com/search/all/?page=2&wd=问答>
2020-02-16 18:46:31 engine.py[line:45]                   INFO: 开始运行时间：2020-02-16 18:46:31.310722
2020-02-16 18:46:31 engine.py[line:46]                   INFO: 运行的爬虫有：{'baidu': <spiders.baidu.BaiduSpider object at 0x03F434D0>, 'doubai': <spiders.douban.DoubanSpider object at 0x03F43550>}
2020-02-16 18:46:31 engine.py[line:47]                   INFO: 开启的爬虫中间件有：[]
2020-02-16 18:46:31 engine.py[line:48]                   INFO: 开启的下载中间件有：[]
2020-02-16 18:46:31 engine.py[line:50]                   INFO: 启用的管道有：[]
2020-02-16 18:46:31 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:46:31 scheduler.py[line:54]                   INFO: 发现重复的请求：<http://www.baidu.com>
2020-02-16 18:46:31 downloader.py[line:19]                   INFO: <200 http://www.baidu.com/>
2020-02-16 18:46:32 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=1&wd=%E9%97%AE%E7%AD%94>
2020-02-16 18:46:32 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/search/all/?page=2&wd=%E9%97%AE%E7%AD%94>
2020-02-16 18:46:33 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/456004/>
2020-02-16 18:46:33 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/456014/>
2020-02-16 18:46:34 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/455997/>
2020-02-16 18:46:34 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//article/455998/>
2020-02-16 18:46:35 downloader.py[line:19]                   INFO: <200 https://www.guokr.com/group/close>
2020-02-16 18:46:35 downloader.py[line:19]                   INFO: <200 https://www.guokr.com//question/686763/>
